id,name,address,rating,rating_n,accounting,airport,amusement_park,aquarium,art_gallery,atm,bakery,bank,bar,beauty_salon,bicycle_store,book_store,bowling_alley,bus_station,cafe,campground,car_dealer,car_rental,car_repair,car_wash,casino,cemetery,church,city_hall,clothing_store,convenience_store,courthouse,dentist,department_store,doctor,drugstore,electrician,electronics_store,embassy,fire_station,florist,funeral_home,furniture_store,gas_station,gym,hair_care,hardware_store,hindu_temple,home_goods_store,hospital,insurance_agency,jewelry_store,laundry,lawyer,library,light_rail_station,liquor_store,local_government_office,locksmith,lodging,meal_delivery,meal_takeaway,mosque,movie_rental,movie_theater,moving_company,museum,night_club,painter,park,parking,pet_store,pharmacy,physiotherapist,plumber,police,post_office,primary_school,real_estate_agency,restaurant,roofing_contractor,rv_park,school,secondary_school,shoe_store,shopping_mall,spa,stadium,storage,store,subway_station,supermarket,synagogue,taxi_stand,tourist_attraction,train_station,transit_station,travel_agency,university,veterinary_care,zoo,time_spent_1,time_spent_2,X1_1,X1_2,X1_3,X1_4,X1_5,X1_6,X1_7,X1_8,X1_9,X1_10,X1_11,X1_12,X1_13,X1_14,X1_15,X1_16,X1_17,X1_18,X1_19,X1_20,X1_21,X1_22,X1_23,X1_24,X2_1,X2_2,X2_3,X2_4,X2_5,X2_6,X2_7,X2_8,X2_9,X2_10,X2_11,X2_12,X2_13,X2_14,X2_15,X2_16,X2_17,X2_18,X2_19,X2_20,X2_21,X2_22,X2_23,X2_24,X3_1,X3_2,X3_3,X3_4,X3_5,X3_6,X3_7,X3_8,X3_9,X3_10,X3_11,X3_12,X3_13,X3_14,X3_15,X3_16,X3_17,X3_18,X3_19,X3_20,X3_21,X3_22,X3_23,X3_24,X4_1,X4_2,X4_3,X4_4,X4_5,X4_6,X4_7,X4_8,X4_9,X4_10,X4_11,X4_12,X4_13,X4_14,X4_15,X4_16,X4_17,X4_18,X4_19,X4_20,X4_21,X4_22,X4_23,X4_24,X5_1,X5_2,X5_3,X5_4,X5_5,X5_6,X5_7,X5_8,X5_9,X5_10,X5_11,X5_12,X5_13,X5_14,X5_15,X5_16,X5_17,X5_18,X5_19,X5_20,X5_21,X5_22,X5_23,X5_24,X6_1,X6_2,X6_3,X6_4,X6_5,X6_6,X6_7,X6_8,X6_9,X6_10,X6_11,X6_12,X6_13,X6_14,X6_15,X6_16,X6_17,X6_18,X6_19,X6_20,X6_21,X6_22,X6_23,X6_24,X7_1,X7_2,X7_3,X7_4,X7_5,X7_6,X7_7,X7_8,X7_9,X7_10,X7_11,X7_12,X7_13,X7_14,X7_15,X7_16,X7_17,X7_18,X7_19,X7_20,X7_21,X7_22,X7_23,X7_24
ChIJcTacdfh4ykwR-w6mk6qDgD0,Once Upon A Child,"38 Taft Corners Shopping Center, Williston",4,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,29,36,33,35,38,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,34,40,37,33,33,29,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,31,37,37,36,33,27,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,33,35,35,35,35,31,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,47,46,41,37,33,28,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,76,86,95,100,86,63,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,66,66,69,80,59,25,0,0,0,0,0,0,0
ChIJO82z6FRlykwRhFCLh8WeDA4,Snap Fitness,"1127 North Avenue, Burlington",4.2,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,0,2,2,2,2,7,20,35,51,61,69,71,66,56,43,30,25,33,53,69,66,43,12,2,2,0,0,2,28,53,10,2,12,28,38,35,23,12,10,20,46,74,89,84,61,30,2,2,2,0,0,2,2,17,10,5,17,35,48,53,48,35,25,25,35,53,71,76,64,38,10,2,2,0,0,2,2,10,23,33,41,48,51,53,53,53,51,46,38,41,56,84,100,79,33,2,2,2,2,2,2,17,12,2,2,30,82,87,48,23,20,25,30,33,30,25,15,7,2,2,2,2,2,0,2,2,2,5,23,43,58,66,66,58,43,28,17,7,2,2,2,2,2,2,2,0,2,2,2,2,2,5,20,35,43,41,30,15,5,2,7,17,25,28,17,5,2
ChIJXXPVOK97ykwRXh8ejuVTkqs,CrossFit,"39 Birchcliff Parkway, Burlington",4.9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,8,29,44,29,0,0,47,0,0,0,100,76,29,5,0,0,0,0,0,0,0,0,0,0,38,64,52,26,0,0,23,0,0,0,26,55,79,73,41,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,23,0,0,0,44,58,50,26,0,0,0,0,0,0,0,0,0,0,11,23,35,35,0,0,14,0,0,0,70,67,38,14,0,0,0,0,0,0,0,0,0,0,17,20,14,5,0,0,50,0,0,0,50,73,64,32,0,0,0,0,0,0,0,0,0,0,0,26,52,64,52,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJkXONTv96ykwRmwIFfoqTxVs,Evolution Physical Therapy and Yoga Studio Inc.,"20 Kilburn Street #120, Burlington",5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,16,35,67,93,93,70,58,87,100,48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,61,16,19,22,32,54,77,61,29,16,9,0,0,0,0,0,0,0,0,0,0,0,0,16,32,58,80,96,100,90,77,70,54,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,48,48,38,45,54,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,22,29,48,67,51,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,25,32,25,19,16,19,22,22,0,0,0
ChIJJVl-b4t6ykwRnlqDFjYswkg,Sangha Studio – North,"237 North Winooski Avenue, Burlington",5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,22,22,33,33,44,44,44,44,44,44,33,33,22,22,22,33,33,33,33,22,22,22,33,33,55,66,77,77,66,55,44,22,11,11,0,11,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,88,88,77,77,55,33,33,33,44,33,33,22,11,0,0,0,0,0,0,0,0,11,33,66,100,100,66,33,22,22,22,33,22,22,11,0,11,22,33,22,22,11,22,22,22,33,44,44,55,66,66,55,55,44,33,22,0,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJo5cBeFh6ykwRKA9Fra5LXtE,Greater Burlington YMCA,"298 College Street, Burlington",4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,19,39,61,78,80,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,47,62,67,64,56,55,66,83,98,100,86,63,40,0,0,0,0,0,0,0,0,0,21,45,73,92,92,76,61,61,73,84,84,79,74,64,45,0,0,0,0,0,0,0,0,0,19,35,55,74,85,86,79,73,73,80,89,92,85,68,47,0,0,0,0,0,0,0,0,0,12,28,48,64,70,68,68,76,87,95,93,80,60,40,0,0,0,0,0,0,0,0,0,0,0,0,37,76,96,80,59,55,59,58,47,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,57,78,76,53,28,0,0,0,0,0,0,0,0,0,0
ChIJT2yvoYt6ykwRJUK0flnLElE,Hot Yoga Burlington Vermont,"294 North Winooski Avenue #212A, Burlington",5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,21,28,6,3,3,3,9,21,31,34,25,12,0,0,0,0,0,0,0,0,0,0,0,0,9,15,18,18,15,12,6,3,12,53,59,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,6,3,0,3,3,28,59,71,53,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,12,3,3,3,6,12,18,96,100,6,0,0,0,0,0,0,0,0,0,0,0,0,12,21,25,21,15,9,6,18,50,71,56,0,0,0,0,0,0,0,0,0,0,0,0,0,9,62,50,34,56,65,56,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,53,56,65,50,34,50,65,43,0,0,0,0,0
ChIJxxr7TLl7ykwRCwS5Yb8KPaY,The EDGE Sports & Fitness,"75 Eastwood Drive, South Burlington",3.6,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,19,20,24,34,43,52,59,64,69,73,73,69,57,41,0,0,0,0,0,0,0,0,0,0,14,21,18,18,31,49,58,50,35,28,40,63,76,63,0,0,0,0,0,0,0,0,0,0,17,43,52,43,39,48,61,72,76,74,67,54,41,28,0,0,0,0,0,0,0,0,0,0,23,34,41,45,42,35,26,21,25,36,52,64,63,49,0,0,0,0,0,0,0,0,0,0,23,26,21,31,59,89,100,92,78,67,62,57,47,35,0,0,0,0,0,0,0,0,0,0,0,0,7,27,52,68,64,46,34,49,75,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,58,65,69,87,95,70,0,0,0,0,0,0,0,0,0
ChIJg3l3Tkl6ykwRGsVAk6tsZAg,Gucciardi - Campus Recreation Fitness Center,"165 Davis Road, Burlington",4.6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,25,41,58,72,77,71,58,42,30,25,34,60,90,85,50,17,4,0,0,0,0,0,0,0,12,22,34,44,51,52,47,37,31,34,48,70,85,81,61,35,15,5,0,0,0,0,0,0,28,47,60,65,80,92,58,24,22,35,50,60,60,50,35,21,10,4,0,0,0,0,0,0,22,41,42,32,35,44,45,35,24,27,45,70,82,71,45,21,7,1,0,0,0,0,0,0,11,40,81,100,94,84,62,31,11,12,37,77,100,81,42,14,0,0,0,0,0,0,0,0,0,0,0,1,2,8,20,37,57,71,72,61,41,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,28,54,60,41,27,37,55,62,47,24,8,2
ChIJ5eImyk56ykwRRNhlS9TYVsg,Patrick Gym,"97 Spear Street, Burlington",4.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,0,0,1,21,59,40,16,18,26,29,25,18,11,7,13,39,75,100,92,58,22,2,1,0,0,0,10,34,53,45,25,13,16,22,25,25,21,18,24,39,60,73,67,45,21,5,1,1,0,0,1,1,6,11,16,22,26,27,26,22,17,13,15,22,36,48,50,39,22,7,1,1,1,1,1,11,22,34,37,34,30,34,41,39,24,8,8,26,58,79,70,40,12,1,1,0,0,0,0,1,2,5,7,11,13,16,17,18,18,20,27,46,70,77,55,26,6,1,1,1,1,1,1,0,1,2,6,11,16,21,24,24,22,25,40,64,54,21,5,1,1,1,1,1,1,1,1,1,2,3,2,1,0,7,10,1,5,16,31,46,54,51,40,24,10,1
ChIJ039dim56ykwR4DOzQ-eiv-g,Laughing River Yoga,"One Mill Street Suite 126, Burlington",5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,89,76,17,7,20,35,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,41,35,25,12,5,5,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,5,84,100,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,12,7,10,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,53,23,7,7,15,23,28,25,17,0,0,0,0,0
ChIJ48ZaiotwykwRMB7s6p_UB8s,The RehabGYM,"905 Roosevelt Highway #100, Colchester",5,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,8,17,27,30,32,37,42,40,28,20,24,21,7,0,0,0,0,0,0,0,0,0,0,0,8,25,51,64,52,40,41,43,35,32,40,36,18,0,0,0,0,0,0,0,0,0,0,0,3,7,10,18,29,37,38,31,21,10,14,14,1,0,0,0,0,0,0,0,0,0,0,0,5,41,100,94,49,42,47,43,34,29,24,14,4,0,0,0,0,0,0,0,0,0,0,0,1,9,29,30,22,27,30,28,21,17,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJ80la5NJ7ykwR8Bdry043ArI,Queen City Yoga & Fitness,"40 San Remo Drive, South Burlington",4.9,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,69,60,27,12,18,21,16,9,21,47,27,0,0,0,0,0,0,0,0,0,0,9,38,67,72,49,18,1,1,1,1,27,41,20,1,0,0,0,0,0,0,0,0,0,0,25,36,45,52,56,45,21,3,1,1,1,18,47,43,0,0,0,0,0,0,0,0,0,0,14,40,58,54,32,10,1,1,9,38,74,90,74,40,0,0,0,0,0,0,0,0,0,0,1,1,16,45,67,61,34,9,1,7,32,41,0,0,0,0,0,0,0,0,0,0,0,0,0,47,85,100,80,41,10,1,1,1,32,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,60,47,21,1,1,20,50,47,0,0,0,0,0,0
ChIJc_LrazJ6ykwRhy1lslt8EUg,Pure Barre,"150 Dorset Street, South Burlington",4.9,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,35,64,58,0,0,0,17,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,64,52,58,17,0,0,11,23,17,0,0,0,0,0,0,0,0,0,0,0,35,29,11,0,5,88,64,5,0,5,11,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,52,88,100,70,0,11,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJlXme4td7ykwRDQaguRr1d_k,The EDGE Sports & Fitness,"142 West Twin Oaks Terrace, South Burlington",4.2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,16,22,28,34,39,41,42,40,37,33,36,64,100,78,27,0,0,0,0,0,0,0,0,0,15,37,58,63,53,41,49,56,40,31,44,60,61,45,23,0,0,0,0,0,0,0,0,0,21,39,51,52,45,39,39,44,47,48,55,65,68,59,38,0,0,0,0,0,0,0,0,0,4,14,25,40,53,64,69,68,60,50,44,52,62,47,0,0,0,0,0,0,0,0,0,0,15,24,34,42,48,51,49,44,36,29,32,48,55,33,0,0,0,0,0,0,0,0,0,0,0,0,3,16,29,39,41,40,37,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,42,28,14,18,22,18,0,0,0,0,0,0,0,0,0
ChIJr5WCBrVwykwRpStbU0BTITU,802 CrossFit,"16B Morse Drive, Essex Junction",4.9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,16,30,29,15,3,8,29,39,26,7,6,29,53,42,13,0,0,0,0,0,0,0,0,0,16,23,14,1,1,0,28,48,27,4,18,63,83,45,5,0,0,0,0,0,0,0,0,0,6,21,2,1,1,10,21,22,11,1,12,65,100,51,3,0,0,0,0,0,0,0,0,0,15,19,7,1,1,12,29,33,22,7,8,39,74,61,19,0,0,0,0,0,0,0,0,0,16,30,9,1,1,5,13,15,8,1,3,52,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJWxPAFK95ykwR2tHY9SBmLQ8,Concept Move,"2069 Williston Road, South Burlington",5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,18,32,21,31,34,31,31,35,42,45,44,38,28,20,11,0,0,0,0,0,0,0,0,0,0,0,5,11,22,35,50,60,62,58,45,34,32,44,41,0,0,0,0,0,0,0,0,0,0,0,22,51,68,62,55,57,58,54,44,31,18,10,4,0,0,0,0,0,0,0,0,0,25,58,91,100,80,60,57,64,62,51,51,45,18,2,0,0,0,0,0,0,0,0,0,0,14,31,38,45,50,48,47,55,64,57,35,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJby7rHw15ykwRryHLfpC7wek,Planet Fitness,"30 Community Drive, South Burlington",3.6,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,90,1,1,1,1,12,37,58,64,55,44,48,60,64,58,54,61,72,79,78,69,53,35,17,2,1,1,1,1,20,54,81,86,69,51,46,53,64,69,69,67,66,66,65,60,50,37,22,8,1,1,1,1,25,45,62,75,78,74,66,61,60,63,68,72,75,75,75,72,64,51,34,16,2,1,1,8,17,41,61,66,59,56,75,100,98,76,60,63,74,81,79,67,50,30,12,1,1,1,1,1,20,38,55,67,75,76,75,72,71,71,71,68,61,51,38,28,28,36,34,16,1,1,1,6,1,1,8,19,32,43,52,57,58,53,45,34,25,22,30,45,52,40,16,1,1,1,1,1,1,1,1,7,16,24,32,37,38,35,29,22,17,14,13,12,11,6,0,1
ChIJG0IUCkt3ykwRYCNxbC3agt8,Excel Physical Therapy,"3 David Drive, Essex Junction",5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,27,45,59,65,59,43,27,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,43,25,20,38,38,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,100,75,40,34,31,20,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,36,34,31,40,38,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,79,63,31,27,38,38,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJGRKC3Ep3ykwRdt9ruMLR11g,"The EDGE Sports & Fitness, Essex, VT","4 Gauthier Drive, Essex Junction",4.2,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,90,0,0,0,0,0,11,20,30,41,50,54,53,48,42,46,69,98,100,66,27,0,0,0,0,0,0,0,0,0,9,17,26,36,44,46,45,42,43,52,66,76,72,54,31,0,0,0,0,0,0,0,0,0,5,17,37,59,73,72,57,42,37,47,65,78,76,61,39,0,0,0,0,0,0,0,0,0,21,31,33,37,45,50,48,44,44,53,68,76,67,45,22,0,0,0,0,0,0,0,0,0,7,18,32,44,50,49,46,46,45,45,52,62,57,34,0,0,0,0,0,0,0,0,0,0,0,0,28,62,79,70,61,62,53,39,35,36,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,53,80,70,48,48,29,0,0,0,0,0,0,0,0,0
ChIJ7VT5qk53ykwRvRbqJv0A9bM,SoulShine Power Yoga,"1 Market Place #16, Essex Junction",5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,48,100,53,6,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41,69,44,11,0,6,11,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13,16,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,23,16,13,6,2,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
